,index,name,uri,wikipedia,abstract,cid,type,related_to,createdAt,abstract_contents,article_contents,category,super_category,relrel_concepts,link_ratio,entropy
22,22,Ernen,http://dbpedia.org/resource/Ernen,http://en.wikipedia.org/wiki/Ernen,"Ernen is a municipality in the district of Goms in the canton of Valais in Switzerland. In 2005 Ernen incorporated the formerly independent municipalities of Ausserbinn, Mühlebach, and Steinhaus. In 1979, Ernen was awarded the Wakker Prize for the preservation of its architectural heritage.",839792443154385102,related_concept,Goms District,2024-11-18 23:15:04.822,"['Ernen', 'Valais', 'Switzerland']","['Ernen', 'Valais', 'Switzerland']",set(),set(),0,0,3.948820552377674e-307
23,23,Obergoms,http://dbpedia.org/resource/Obergoms,http://en.wikipedia.org/wiki/Obergoms,"Obergoms is the upper part of the Goms and a municipality in the district of Goms in the canton of Valais in Switzerland. It was formed on 1 January 2009 when the three municipalities Ulrichen, Obergesteln and Oberwald merged.",5932865061437979846,related_concept,Goms District,2024-11-18 23:15:04.822,"['Obergoms', 'Valais', 'Switzerland']","['Obergoms', 'Valais', 'Switzerland']",set(),set(),0,0,3.953298146944698e-307
24,24,Blitzingen,http://dbpedia.org/resource/Blitzingen,http://en.wikipedia.org/wiki/Blitzingen,"Blitzingen is a former municipality in the district of Goms in the canton of Valais in Switzerland. On 1 January 2017 the former municipalities of Blitzingen, Grafschaft, Münster-Geschinen, Niederwald and Reckingen-Gluringen merged into the municipality of Goms.",2910175073187368124,related_concept,Goms District,2024-11-18 23:15:04.822,"['Blitzingen', 'Valais', 'Reckingen-Gluringen', 'Switzerland']","['Blitzingen', 'Valais', 'Münster-Geschinen', 'Reckingen-Gluringen', 'Switzerland']",set(),set(),0,0,0.035536364993770546
25,25,"Grafschaft, Switzerland","http://dbpedia.org/resource/Grafschaft,_Switzerland","http://en.wikipedia.org/wiki/Grafschaft,_Switzerland","Grafschaft is a former municipality in the district of Goms in the canton of Valais in Switzerland. In 2000 the municipality was created with the merger of Biel (VS), Ritzingen and Selkingen. On 1 January 2017 the former municipalities of Grafschaft, Blitzingen, Münster-Geschinen, Niederwald and Reckingen-Gluringen merged into the new municipality of Goms.",1523333801520250777,related_concept,Goms District,2024-11-18 23:15:04.822,"['Blitzingen', 'Valais', 'Reckingen-Gluringen', 'Switzerland']","['Blitzingen', 'Valais', 'Münster-Geschinen', 'Reckingen-Gluringen', 'Switzerland']",set(),set(),0,0,4.003383266404527e-307
26,26,Valais,http://dbpedia.org/resource/Valais,http://en.wikipedia.org/wiki/Valais,"Valais (French: Canton du Valais; German: Kanton Wallis; Romansh: Chantun Vallais; Italian: Canton Vallese) is one of the 26 cantons forming the Swiss Confederation. It is composed of thirteen districts and its capital and largest city is Sion. The flag of the canton is made of thirteen stars representing the districts, on a white-red background. Valais is situated in the southwestern part of the country. It borders the cantons of Vaud and Bern to the north, the cantons of Uri and Ticino to the east, as well as Italy to the south and France to the west. It is one of the three large southern Alpine cantons, along with Ticino and the Grisons, which encompass a vast diversity of ecosystems. It is a bilingual canton, French and German being its two official languages. Traditionally, the canton is divided into Lower, Central, and Upper Valais, the latter region constituting the German-speaking minority. Valais essentially coincides with the valley of the Rhône from its headwaters to Lake Geneva, essentially separating the Pennine Alps from the Bernese Alps, the two largest mountain ranges of the canton. A major wine region, the canton is simultaneously one of the driest regions of Switzerland in its central Rhône valley and among the wettest, having large amounts of snow and rain upon the highest peaks found in Switzerland, such as Monte Rosa and the Finsteraarhorn. Although a major hydroelectricity producer, Valais is essentially renowned for its tourism industry and its numerous Alpine resort towns, notably Crans-Montana, Saas Fee, Verbier, and Zermatt. Overlooking the latter town, the Matterhorn has become an iconic landmark of the canton. In 1529, Valais became an associate member of the Swiss Confederation. After having resisted the Protestant Reformation and remained faithful to the Roman Catholic Church, it became a republic under the guidance of the prince-bishop of Sion in 1628. In 1815, Valais finally entered the Swiss Confederation as a canton. In 1878, the Simplon Railway connected most of Valais with the cities of the Swiss Plateau. The canton was further opened up by the Lötschberg Railway in 1913.",7794926944111282597,related_concept,Goms District,2024-11-18 23:15:04.822,"['Valais', 'Switzerland']","['Valais', 'Switzerland', 'Brig-Glis', 'Fiesch', 'Ernen']",{'Valais'},set(),0,0,0.11198082293161918
27,27,Municipalities of Switzerland,http://dbpedia.org/resource/Municipalities_of_Switzerland,http://en.wikipedia.org/wiki/Municipalities_of_Switzerland,"Municipalities (German: Gemeinden, Einwohnergemeinden or politische Gemeinden; French: communes; Italian: comuni; Romansh: vischnancas) are the lowest level of administrative division in Switzerland. Each municipality is part of one of the Swiss cantons, which form the Swiss Confederation. In most cantons, municipalities are also part of districts or other sub-cantonal administrative divisions. There are 2,142 municipalities as of January 2022. Their populations range between several hundred thousand (Zürich), and a few dozen people (Kammersrohr, Bister), and their territory between 0.32 km² (Rivaz) and 439 km² (Scuol).",8015118528200169705,related_concept,Goms District,2024-11-18 23:15:04.822,['Switzerland'],['Switzerland'],set(),set(),0,0,0.14796071001434588
28,28,Münster-Geschinen,http://dbpedia.org/resource/Münster-Geschinen,http://en.wikipedia.org/wiki/Münster-Geschinen,"Münster-Geschinen is a former municipality in the district of Goms in the canton of Valais in Switzerland. It was formed in 2004, from the union of the municipalities of Münster and Geschinen. On 1 January 2017, the former municipalities of Münster-Geschinen, Blitzingen, Grafschaft, Niederwald and Reckingen-Gluringen merged into the new municipality of Goms.",1304516428492908420,related_concept,Goms District,2024-11-18 23:15:04.822,"['Blitzingen', 'Valais', 'Reckingen-Gluringen', 'Switzerland']","['Blitzingen', 'Valais', 'Münster-Geschinen', 'Reckingen-Gluringen', 'Switzerland', 'Obergoms']",set(),set(),0,0,3.9661304014427615e-307
29,29,Reckingen-Gluringen,http://dbpedia.org/resource/Reckingen-Gluringen,http://en.wikipedia.org/wiki/Reckingen-Gluringen,"Reckingen-Gluringen is a former municipality in the district of Goms in the canton of Valais in Switzerland. It was formed in 2004 from the union of the villages and municipalities of Reckingen and Gluringen. On 1 January 2017 the former municipalities of Reckingen-Gluringen, Blitzingen, Grafschaft, Münster-Geschinen and Niederwald merged into the new municipality of Goms.",2579176934673660115,related_concept,Goms District,2024-11-18 23:15:04.822,"['Blitzingen', 'Valais', 'Reckingen-Gluringen', 'Switzerland']","['Blitzingen', 'Valais', 'Münster-Geschinen', 'Reckingen-Gluringen', 'Switzerland']",set(),set(),0,0,3.9802215027735945e-307
30,30,Fiesch,http://dbpedia.org/resource/Fiesch,http://en.wikipedia.org/wiki/Fiesch,Fiesch is a municipality in the district of Goms in the canton of Valais in Switzerland. Nearby Fiescheralp is administered by Fiesch and is accessible by the Eggishorn lift. It has been designated a UNESCO World Heritage site for its view of the Jungfrau-Aletsch Protected Area.,4951486213719843490,related_concept,Goms District,2024-11-18 23:15:04.822,"['Valais', 'Fiesch', 'Switzerland']","['Valais', 'Fiesch', 'Switzerland']",set(),set(),0,0,0.04827060945143118
31,31,Social Democratic Party of Switzerland,http://dbpedia.org/resource/Social_Democratic_Party_of_Switzerland,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Switzerland,"The Social Democratic Party of Switzerland (German: Sozialdemokratische Partei der Schweiz; SP; Romansh: Partida Socialdemocrata da la Svizra) or Swiss Socialist Party (French: Parti socialiste suisse, Italian: Partito Socialista Svizzero; PS), is a political party in Switzerland. The SP has had two representatives on the Federal Council since 1960 and received the second highest total number of votes in the 2019 Swiss federal election. The SP was founded on 21 October 1888 and is currently the second largest of the four leading coalition political parties in Switzerland. It is the only left-leaning party with representatives on the Federal Council, currently Alain Berset and Simonetta Sommaruga. As of September 2019, the SP is the second largest political party in the Federal Assembly. Unlike most other Swiss parties, the SP is the largest pro-European party in Switzerland and supports Swiss membership of the European Union. Additionally, it is strongly opposed to capitalism and maintains a long-term goal of ""overcoming capitalism"". The party is a member of the Progressive Alliance and an associate member of the Party of European Socialists.",2960069744800848044,related_concept,Goms District,2024-11-18 23:15:04.822,"['Social Democratic Party of Switzerland', 'Switzerland']","['Social Democratic Party of Switzerland', 'Switzerland', 'Valais']",set(),set(),0,0,0.159646575504509
32,32,Bellwald,http://dbpedia.org/resource/Bellwald,http://en.wikipedia.org/wiki/Bellwald,Bellwald is a municipality in the district of Goms in the canton of Valais in Switzerland.,106793582169519691,related_concept,Goms District,2024-11-18 23:15:04.822,"['Valais', 'Bellwald', 'Switzerland']","['Valais', 'Bellwald', 'Switzerland', 'Fiesch']",set(),set(),0,0,0.056113942027415764
33,33,Cantons of Switzerland,http://dbpedia.org/resource/Cantons_of_Switzerland,http://en.wikipedia.org/wiki/Cantons_of_Switzerland,"The 26 cantons of Switzerland (German: Kanton; French: canton [kɑ̃tɔ̃]; Italian: cantone; Sursilvan and Surmiran: cantun; Vallader and Puter: Chantun; Sutsilvan: cantùn; Rumantsch Grischun: chantun) are the member states of the Swiss Confederation. The nucleus of the Swiss Confederacy in the form of the first three confederate allies used to be referred to as the Waldstätte. Two important periods in the development of the Old Swiss Confederacy are summarized by the terms Acht Orte ('Eight Cantons'; from 1353–1481) and Dreizehn Orte ('Thirteen Cantons', from 1513–1798). Each canton of the Old Swiss Confederacy, formerly also Ort ('lieu/locality', from before 1450), or Stand ('estate', from c. 1550), was a fully sovereign state with its own border controls, army, and currency from at least the Treaty of Westphalia (1648) until the establishment of the Swiss federal state in 1848, with a brief period of centralised government during the Helvetic Republic (1798–1803). The term Kanton has been widely used since the 19th century. The number of cantons was increased to 19 with the Act of Mediation (1803), with the recognition of former subject territories as full cantons. The Federal Treaty of 1815 increased the number to 22 due to the accession of former associates of the Old Swiss Confederacy. The canton of Jura acceded as the 23rd canton with its secession from Bern in 1979. The official number of cantons was increased to 26 in the federal constitution of 1999, which designated former half-cantons as cantons. The areas of the cantons vary from 37 km2 (15 sq. mi.) (canton of Basel-Stadt) to 7,105 km2 (2743 sq. mi.) (canton of the Grisons); the populations (as of 2018) range from 16,000 (canton of Appenzell Innerrhoden) to 1.5 million (canton of Zürich).",7266865861525071824,related_concept,Goms District,2024-11-18 23:15:04.822,['Switzerland'],"['Switzerland', 'Valais']",set(),set(),0,0,0.1460498532086384
34,34,"Lax, Switzerland","http://dbpedia.org/resource/Lax,_Switzerland","http://en.wikipedia.org/wiki/Lax,_Switzerland",Lax is a municipality in the district of Goms in the canton of Valais in Switzerland.,7578091806493204532,related_concept,Goms District,2024-11-18 23:15:04.822,"['Valais', 'Switzerland']","['Valais', 'Switzerland']",set(),set(),0,0,3.932141903666671e-307
35,35,Switzerland,http://dbpedia.org/resource/Switzerland,http://en.wikipedia.org/wiki/Switzerland,"Switzerland, officially the Swiss Confederation; (German: Schweiz [ʃvaɪ̯t͡s], French: Suisse [sɥis], Italian: Svizzera [ˈzvit.t͡se.ra], Romansh: Svizra [svi.t͡sra]), is a landlocked country located at the confluence of Western, Central and Southern Europe. It is a federal republic composed of 26 cantons, with federal authorities based in Bern. Switzerland is bordered by Italy to the south, France to the west, Germany to the north and Austria and Liechtenstein to the east. It is geographically divided among the Swiss Plateau, the Alps and the Jura, spanning 41,285 km2 (15,940 sq mi) with land area comprising 39,997 km2 (15,443 sq mi). The Alps occupy the greater part of the territory. The Swiss population of approximately 8.7 million is concentrated mostly on the plateau, where the largest cities and economic centres are located, including Zürich, Geneva and Basel. These three cities are home to the headquarters or offices of international organisations such as the WTO, the WHO, the ILO, FIFA, and the United Nations's second-largest office. Switzerland originates from the Old Swiss Confederacy that was established in the Late Middle Ages following a series of military successes against Austria and Burgundy. The Federal Charter of 1291 is considered the country's founding document, which is celebrated on Swiss National Day. Since the Reformation of the 16th century, Switzerland has maintained a policy of armed neutrality. Swiss independence from the Holy Roman Empire was formally recognised in the Peace of Westphalia in 1648. Switzerland has not fought an international war since 1815. It joined the United Nations only in 2002, though it pursues an active foreign policy, including participation in frequent peace-building processes worldwide. Switzerland is the birthplace of the Red Cross, one of the world's oldest and best-known humanitarian organisations. It is a founding member of the European Free Trade Association (EFTA), but not part of the European Union (EU), the European Economic Area (EEA) or the Eurozone. However, it participates in the European single market and the Schengen Area through bilateral treaties. Switzerland has four main linguistic and cultural regions: German, French, Italian and Romansh. Although the majority population are German-speaking, Swiss national identity is rooted in its common historical background, shared values such as federalism and direct democracy, and Alpine symbolism. This identity, which transcends language, ethnicity, and religion, has led to Switzerland being described as a Willensnation (""nation of volition"") rather than a nation-state. Due to its linguistic diversity, Switzerland is known by multiple native names: Schweiz [ˈʃvaɪts] (German); Suisse [sɥis(ə)] (French); Svizzera [ˈzvittsera] (Italian); and Svizra [ˈʒviːtsrɐ, ˈʒviːtsʁɐ] (Romansh). On coins and stamps, the Latin name, Confoederatio Helvetica – frequently shortened to ""Helvetia"" – is used instead of the spoken languages. Switzerland is one of the world's most developed countries. It has the highest nominal wealth per adult of any country and the eighth highest gross domestic product per capita. Switzerland ranks 1st in the Human Developement Index since 2021, and it ranks highly also on several international metrics, including economic competitiveness and democratic governance. Its cities such as Zürich, Geneva and Basel rank among the highest in terms of quality of life, albeit with some of the highest costs of living.",8407494007974532287,related_concept,Goms District,2024-11-18 23:15:04.822,['Switzerland'],"['Switzerland', 'Valais', 'Education in Switzerland']",{'Switzerland'},set(),0,0,0.13770545370348214
36,36,Brig-Glis,http://dbpedia.org/resource/Brig-Glis,http://en.wikipedia.org/wiki/Brig-Glis,"Brig, officially Brig-Glis (French: Brigue-Glis; Italian: Briga-Glis), is a historic town and municipality in the district of Brig in the canton of Valais in Switzerland. The current municipality was formed in 1972 through the merger of Brig (city), Brigerbad and Glis. Together with other Alpine towns, Brig-Glis engages in the Alpine Town of the Year Association for the implementation of the Alpine Convention to achieve sustainable development in the Alpine Arc. Brig-Glis was awarded Alpine Town of the Year 2008. The official language of Brig is (the Swiss variety of Standard) German, but the main spoken language is the local variant of the Alemannic Swiss German dialect.",4205927872954707467,related_concept,Goms District,2024-11-18 23:15:04.822,"['Valais', 'Switzerland', 'Brig-Glis']","['Valais', 'Switzerland', 'Brig-Glis']",{'Brig-Glis'},set(),0,0,0.0747414484307995
37,37,"Goms, Valais","http://dbpedia.org/resource/Goms,_Valais","http://en.wikipedia.org/wiki/Goms,_Valais","Goms is a municipality in the district of Goms in the canton of Valais in Switzerland. On 1 January 2017, the former municipalities of Niederwald, Blitzingen, Grafschaft, Münster-Geschinen and Reckingen-Gluringen merged into the new municipality of Goms.",8022526113151278650,related_concept,Goms District,2024-11-18 23:15:04.822,"['Blitzingen', 'Valais', 'Reckingen-Gluringen', 'Switzerland']","['Blitzingen', 'Valais', 'Münster-Geschinen', 'Reckingen-Gluringen', 'Switzerland']",set(),set(),0,0,3.9607937599764735e-307
38,38,"Niederwald, Switzerland","http://dbpedia.org/resource/Niederwald,_Switzerland","http://en.wikipedia.org/wiki/Niederwald,_Switzerland","Niederwald is a former municipality in the district of Goms in the canton of Valais in Switzerland. On 1 January 2017 the former municipalities of Niederwald, Blitzingen, Grafschaft, Münster-Geschinen and Reckingen-Gluringen merged into the new municipality of Goms.",1413705589769467125,related_concept,Goms District,2024-11-18 23:15:04.822,"['Blitzingen', 'Valais', 'Reckingen-Gluringen', 'Switzerland']","['Blitzingen', 'Valais', 'Münster-Geschinen', 'Reckingen-Gluringen', 'Switzerland', 'Ernen', 'Fiesch']",set(),set(),0,0,0.040289383282878136
39,39,Education in Switzerland,http://dbpedia.org/resource/Education_in_Switzerland,http://en.wikipedia.org/wiki/Education_in_Switzerland,"The education system in Switzerland is very diverse, because the constitution of Switzerland delegates the authority for the school system mainly to the cantons. The Swiss constitution sets the foundations, namely that primary school is obligatory for every child and is free in state schools and that the confederation can run or support universities. The minimum age for primary school is about six years in all cantons but Obwalden, where it is five years and three months. After primary schools, the pupils split up according to their abilities and intentions of career paths. Roughly 25% of all students attend lower and upper secondary schools leading, normally after 12 school years in total to the federal recognized matura or an academic Baccalaureate which grants access to all universities. The other students split in two or more school-types, depending on the canton, differing in the balance between theoretical and practical education. It is obligatory for all children to attend school for at least 9 years. The first university in Switzerland was founded in 1460 in Basel, with a faculty of medicine. This place has a long tradition of chemical and medical research in Switzerland. In total, there are 12 Universities in Switzerland; ten of them are managed by the cantons, while two federal institutes of technology, ETHZ in Zurich and EPFL in Lausanne, are under the authority of the State Secretariat for Education, Research and Innovation. In addition, there are seven regional associations of Universities for Applied Sciences (Fachhochschulen) which require vocational education and a special Berufsmatura, or a Fachmatura (a graduation by a Fachmittelschule) to study. Switzerland has a high rate of foreign students in tertiary education including one of the highest in the world of doctoral level students. Many Nobel prizes have been awarded to Swiss scientists. More recently Vladimir Prelog, Heinrich Rohrer, Richard Ernst, Edmond Fischer, Rolf Zinkernagel, Didier Queloz, Michel Mayor, Kurt Wüthrich, and Jacques Dubochet have received nobel prizes in the sciences. In total, 113 Nobel Prize winners stand in relation to Switzerland and the Nobel Peace Prize has been awarded nine times to organizations residing in Switzerland. Geneva hosts the world's largest particle physics laboratory, the CERN. Other important research centers are the Empa and Paul Scherrer Institute which belong to the ETH domain.",4113595025505333235,related_concept,Goms District,2024-11-18 23:15:04.822,['Switzerland'],['Switzerland'],set(),set(),0,0,0.14346526843284022
40,40,Goms District,http://dbpedia.org/resource/Goms_District,http://en.wikipedia.org/wiki/Goms_District,"Goms (French: District de Conches) is a district of the canton of Valais in Switzerland. It covers a larger area than its geographical counterpart, the geographical region of Goms, namely the upper most part of the Rhône valley between its source and Brig. It has a population of 4,377 (as of 31 December 2020).",3947300476698095289,main_concept,,2024-11-18 23:15:04.822,"['Valais', 'Switzerland']","['Valais', 'Switzerland', 'Ernen', 'Münster-Geschinen', 'Reckingen-Gluringen', 'Obergoms', 'Blitzingen']",set(),set(),0,0,3.967226605680424e-307
41,41,Parity (physics),http://dbpedia.org/resource/Parity_(physics),http://en.wikipedia.org/wiki/Parity_(physics),"In physics, a parity transformation (also called parity inversion) is the flip in the sign of one spatial coordinate. In three dimensions, it can also refer to the simultaneous flip in the sign of all three spatial coordinates (a point reflection): It can also be thought of as a test for chirality of a physical phenomenon, in that a parity inversion transforms a phenomenon into its mirror image. All fundamental interactions of elementary particles, with the exception of the weak interaction, are symmetric under parity. The weak interaction is chiral and thus provides a means for probing chirality in physics. In interactions that are symmetric under parity, such as electromagnetism in atomic and molecular physics, parity serves as a powerful controlling principle underlying quantum transitions. A matrix representation of P (in any number of dimensions) has determinant equal to −1, and hence is distinct from a rotation, which has a determinant equal to 1. In a two-dimensional plane, a simultaneous flip of all coordinates in sign is not a parity transformation; it is the same as a 180° rotation. In quantum mechanics, wave functions that are unchanged by a parity transformation are described as even functions, while those that change sign under a parity transformation are odd functions.",6831701314168868598,related_concept,Selection rule,2024-11-18 23:15:04.822,[],"['Wave function', 'Atomic orbitals']",set(),set(),0,0,5.534917563264372e-307
42,42,Spin (physics),http://dbpedia.org/resource/Spin_(physics),http://en.wikipedia.org/wiki/Spin_(physics),"Spin is a conserved quantity carried by elementary particles, and thus by composite particles (hadrons) and atomic nuclei. Spin is one of two types of angular momentum in quantum mechanics, the other being orbital angular momentum. The orbital angular momentum operator is the quantum-mechanical counterpart to the classical angular momentum of orbital revolution and appears when there is periodic structure to its wavefunction as the angle varies. For photons, spin is the quantum-mechanical counterpart of the polarization of light; for electrons, the spin has no classical counterpart. The existence of electron spin angular momentum is inferred from experiments, such as the Stern–Gerlach experiment, in which silver atoms were observed to possess two possible discrete angular momenta despite having no orbital angular momentum. The existence of the electron spin can also be inferred theoretically from the spin–statistics theorem and from the Pauli exclusion principle—and vice versa, given the particular spin of the electron, one may derive the Pauli exclusion principle. Spin is described mathematically as a vector for some particles such as photons, and as spinors and bispinors for other particles such as electrons. Spinors and bispinors behave similarly to vectors: they have definite magnitudes and change under rotations; however, they use an unconventional ""direction"". All elementary particles of a given kind have the same magnitude of spin angular momentum, though its direction may change. These are indicated by assigning the particle a spin quantum number. The SI unit of spin is the same as classical angular momentum (i.e., N·m·s, J·s, or kg·m2·s−1). In practice, spin is given as a dimensionless spin quantum number by dividing the spin angular momentum by the reduced Planck constant ħ, which has the same dimensions as angular momentum, although this is not the full computation of this value. Very often, the ""spin quantum number"" is simply called ""spin"". The fact that it is a quantum number is implicit.",6631605106662186056,related_concept,Selection rule,2024-11-18 23:15:04.822,[],['Quantum mechanics'],set(),set(),0,0,5.560389703694892e-307
43,43,Character tables,http://dbpedia.org/resource/Character_tables,http://en.wikipedia.org/wiki/Character_tables,,2464688155151833442,related_concept,Selection rule,2024-11-18 23:15:04.822,[],[],set(),set(),0,0,0.467682484647209
44,44,Molecular vibration,http://dbpedia.org/resource/Molecular_vibration,http://en.wikipedia.org/wiki/Molecular_vibration,"A molecular vibration is a periodic motion of the atoms of a molecule relative to each other, such that the center of mass of the molecule remains unchanged. The typical vibrational frequencies range from less than 1013 Hz to approximately 1014 Hz, corresponding to wavenumbers of approximately 300 to 3000 cm−1 and wavelengths of approximately 30 to 3 µm. For a diatomic molecule A−B, the vibrational frequency in s−1 is given by , where k is the force constant in dyne/cm or erg/cm2 and μ is the reduced mass given by . The vibrational wavenumber in cm−1 is where c is the speed of light in cm/s. Vibrations of polyatomic molecules are described in terms of normal modes, which are independent of each other, but each normal mode involves simultaneous vibrations of different parts of the molecule. In general, a non-linear molecule with N atoms has 3N – 6 normal modes of vibration, but a linear molecule has 3N – 5 modes, because rotation about the molecular axis cannot be observed. A diatomic molecule has one normal mode of vibration, since it can only stretch or compress the single bond. A molecular vibration is excited when the molecule absorbs energy, ΔE, corresponding to the vibration's frequency, ν, according to the relation ΔE = hν, where h is Planck's constant. A fundamental vibration is evoked when one such quantum of energy is absorbed by the molecule in its ground state. When multiple quanta are absorbed, the first and possibly higher overtones are excited. To a first approximation, the motion in a normal vibration can be described as a kind of simple harmonic motion. In this approximation, the vibrational energy is a quadratic function (parabola) with respect to the atomic displacements and the first overtone has twice the frequency of the fundamental. In reality, vibrations are anharmonic and the first overtone has a frequency that is slightly lower than twice that of the fundamental. Excitation of the higher overtones involves progressively less and less additional energy and eventually leads to dissociation of the molecule, because the potential energy of the molecule is more like a Morse potential or more accurately, a Morse/Long-range potential. The vibrational states of a molecule can be probed in a variety of ways. The most direct way is through infrared spectroscopy, as vibrational transitions typically require an amount of energy that corresponds to the infrared region of the spectrum. Raman spectroscopy, which typically uses visible light, can also be used to measure vibration frequencies directly. The two techniques are complementary and comparison between the two can provide useful structural information such as in the case of the rule of mutual exclusion for centrosymmetric molecules. Vibrational excitation can occur in conjunction with electronic excitation in the ultraviolet-visible region. The combined excitation is known as a vibronic transition, giving vibrational fine structure to electronic transitions, particularly for molecules in the gas state. Simultaneous excitation of a vibration and rotations gives rise to vibration-rotation spectra.",8181463997089142652,related_concept,Selection rule,2024-11-18 23:15:04.822,[],[],set(),set(),0,0,0.04603122956109193
45,45,Atomic orbitals,http://dbpedia.org/resource/Atomic_orbitals,http://en.wikipedia.org/wiki/Atomic_orbitals,,3087891870420969791,related_concept,Selection rule,2024-11-18 23:15:04.822,[],['Atomic orbitals'],set(),set(),0,0,0.46769197110587113
46,46,Transition dipole moment,http://dbpedia.org/resource/Transition_dipole_moment,http://en.wikipedia.org/wiki/Transition_dipole_moment,"The transition dipole moment or transition moment, usually denoted for a transition between an initial state, , and a final state, , is the electric dipole moment associated with the transition between the two states. In general the transition dipole moment is a complex vector quantity that includes the phase factors associated with the two states. Its direction gives the polarization of the transition, which determines how the system will interact with an electromagnetic wave of a given polarization, while the square of the magnitude gives the strength of the interaction due to the distribution of charge within the system. The SI unit of the transition dipole moment is the Coulomb-meter (Cm); a more conveniently sized unit is the Debye (D).",3772006127946380237,related_concept,Selection rule,2024-11-18 23:15:04.822,[],[],set(),set(),0,0,0.06002243091231242
47,47,Wave function,http://dbpedia.org/resource/Wave_function,http://en.wikipedia.org/wiki/Wave_function,"A wave function in quantum physics is a mathematical description of the quantum state of an isolated quantum system. The wave function is a complex-valued probability amplitude, and the probabilities for the possible results of measurements made on the system can be derived from it. The most common symbols for a wave function are the Greek letters ψ and Ψ (lower-case and capital psi, respectively). The wave function is a function of the degrees of freedom corresponding to some maximal set of commuting observables. Once such a representation is chosen, the wave function can be derived from the quantum state. For a given system, the choice of which commuting degrees of freedom to use is not unique, and correspondingly the domain of the wave function is also not unique. For instance, it may be taken to be a function of all the position coordinates of the particles over position space, or the momenta of all the particles over momentum space; the two are related by a Fourier transform. Some particles, like electrons and photons, have nonzero spin, and the wave function for such particles include spin as an intrinsic, discrete degree of freedom; other discrete variables can also be included, such as isospin. When a system has internal degrees of freedom, the wave function at each point in the continuous degrees of freedom (e.g., a point in space) assigns a complex number for each possible value of the discrete degrees of freedom (e.g., z-component of spin) – these values are often displayed in a column matrix (e.g., a 2 × 1 column vector for a non-relativistic electron with spin 1⁄2). According to the superposition principle of quantum mechanics, wave functions can be added together and multiplied by complex numbers to form new wave functions and form a Hilbert space. The inner product between two wave functions is a measure of the overlap between the corresponding physical states and is used in the foundational probabilistic interpretation of quantum mechanics, the Born rule, relating transition probabilities to inner products. The Schrödinger equation determines how wave functions evolve over time, and a wave function behaves qualitatively like other waves, such as water waves or waves on a string, because the Schrödinger equation is mathematically a type of wave equation. This explains the name ""wave function"", and gives rise to wave–particle duality. However, the wave function in quantum mechanics describes a kind of physical phenomenon, still open to different interpretations, which fundamentally differs from that of classic mechanical waves. In Born's statistical interpretation in non-relativistic quantum mechanics,the squared modulus of the wave function, |ψ|2, is a real number interpreted as the probability density of measuring a particle as being at a given place – or having a given momentum – at a given time, and possibly having definite values for discrete degrees of freedom. The integral of this quantity, over all the system's degrees of freedom, must be 1 in accordance with the probability interpretation. This general requirement that a wave function must satisfy is called the normalization condition. Since the wave function is complex-valued, only its relative phase and relative magnitude can be measured—its value does not, in isolation, tell anything about the magnitudes or directions of measurable observables; one has to apply quantum operators, whose eigenvalues correspond to sets of possible results of measurements, to the wave function ψ and calculate the statistical distributions for measurable quantities.",69047319013304088,related_concept,Selection rule,2024-11-18 23:15:04.822,[],['Wave function'],set(),set(),0,0,5.482088058075868e-307
48,48,Quantum harmonic oscillator,http://dbpedia.org/resource/Quantum_harmonic_oscillator,http://en.wikipedia.org/wiki/Quantum_harmonic_oscillator,"The quantum harmonic oscillator is the quantum-mechanical analog of the classical harmonic oscillator. Because an arbitrary smooth potential can usually be approximated as a harmonic potential at the vicinity of a stable equilibrium point, it is one of the most important model systems in quantum mechanics. Furthermore, it is one of the few quantum-mechanical systems for which an exact, analytical solution is known.",2221374342047518933,related_concept,Selection rule,2024-11-18 23:15:04.822,[],[],set(),set(),0,0,5.5275699497341434e-307
49,49,Superselection rule,http://dbpedia.org/resource/Superselection_rule,http://en.wikipedia.org/wiki/Superselection_rule,,2325330271109907814,related_concept,Selection rule,2024-11-18 23:15:04.822,[],['Superselection rule'],set(),set(),0,0,0.4676921430979146
50,50,Electric dipole transition,http://dbpedia.org/resource/Electric_dipole_transition,http://en.wikipedia.org/wiki/Electric_dipole_transition,"An electric dipole transition is the dominant effect of an interaction of an electron in an atom with the electromagnetic field. Following reference, consider an electron in an atom with quantum Hamiltonian , interacting with a plane electromagnetic wave Write the Hamiltonian of the electron in this electromagnetic field as Treating this system by means of time-dependent perturbation theory, one finds that the most likely transitions of the electron from one state to the other occur due to the summand of written as Electric dipole transitions are the transitions between energy levels in the system with the Hamiltonian . Between certain electron states the electric dipole transition rate may be zero due to one or more selection rules, particularly the angular momentum selection rule. In such a case, the transition is termed electric dipole forbidden, and the transitions between such levels must be approximated by higher-order transitions. The next order summand in is written as and describes magnetic dipole transitions. Even smaller contributions to transition rates are given by higher electric and magnetic multipole transitions.",3483391296945480333,related_concept,Selection rule,2024-11-18 23:15:04.822,['Electric dipole transition'],['Electric dipole transition'],set(),set(),0,0,0.0658496523686043
