,index,name,uri,wikipedia,abstract,cid,type,related_to,createdAt,abstract_contents,article_contents,category,super_category,relrel_concepts,link_ratio,entropy
369,713,YaCy,http://dbpedia.org/resource/YaCy,http://en.wikipedia.org/wiki/YaCy,"YaCy (pronounced “ya see”) is a free distributed search engine, built on the principles of peer-to-peer (P2P) networks created by Michael Christen in 2003. The engine is written in Java and distributed on several hundred computers, as of September 2006, so-called YaCy-peers. Each YaCy-peer independently crawls through the Internet, analyzes and indexes found web pages, and stores indexing results in a common database (so-called index) which is shared with other YaCy-peers using principles of peer-to-peer. It is a search engine that everyone can use to build a search portal for their intranet and to help search the public internet clearly. Compared to semi-distributed search engines, the YaCy-network has a distributed architecture. All YaCy-peers are equal and no central server exists. It can be run either in a crawling mode or as a local proxy server, indexing web pages visited by the person running YaCy on their computer. Several mechanisms are provided to protect the user's privacy. Access to the search functions is made by a locally run web server which provides a search box to enter search terms, and returns search results in a similar format to other popular search engines.",1002002620346474103,related_concept,Search engine,2024-06-23 21:17:09.728,['YaCy'],['YaCy'],set(),set(),0,0.384,3.221006191206731e-304
370,715,Search engine indexing,http://dbpedia.org/resource/Search_engine_indexing,http://en.wikipedia.org/wiki/Search_engine_indexing,"Search engine indexing is the collecting, parsing, and storing of data to facilitate fast and accurate information retrieval. Index design incorporates interdisciplinary concepts from linguistics, cognitive psychology, mathematics, informatics, and computer science. An alternate name for the process, in the context of search engines designed to find web pages on the Internet, is web indexing. Popular engines focus on the full-text indexing of online, natural language documents. Media types such as pictures, video, audio, and graphics are also searchable. Meta search engines reuse the indices of other services and do not store a local index whereas cache-based search engines permanently store the index along with the corpus. Unlike full-text indices, partial-text services restrict the depth indexed to reduce index size. Larger services typically perform indexing at a predetermined time interval due to the required time and processing costs, while agent-based search engines index in real time.",4250816129764313534,related_concept,Search engine,2024-06-23 21:17:09.728,"['Search engine indexing', 'Search engine']","['Search engine indexing', 'Search engine', 'Natural language processing', 'PDF']",set(),set(),0,1.0333333333333334,3.279087736110582e-304
371,717,Web query,http://dbpedia.org/resource/Web_query,http://en.wikipedia.org/wiki/Web_query,"A web query or web search query is a query that a user enters into a web search engine to satisfy their information needs. Web search queries are distinctive in that they are often plain text and boolean search directives are rarely used. They vary greatly from standard query languages, which are governed by strict syntax rules as command languages with keyword or positional parameters.",122760089098094976,related_concept,Search engine,2024-06-23 21:17:09.728,[],['Search engine'],set(),set(),0,0.8860759493670886,0.6341124492377962
372,718,Search engine results page,http://dbpedia.org/resource/Search_engine_results_page,http://en.wikipedia.org/wiki/Search_engine_results_page,"Search Engine Results Pages (SERP) are the pages displayed by search engines in response to a query by a user. The main component of the SERP is the listing of results that are returned by the search engine in response to a keyword query. The page that a search engine returns after a user submits a search query. In addition to organic search results, search engine results pages (SERPs) usually include paid search and pay-per-click (PPC) ads. The results are of two general types : 
* organic search: retrieved by the search engine's algorithm 
* sponsored search: advertisements. The results are normally ranked by relevance to the query. Each result displayed on the SERP normally includes a title, a link that points to the actual page on the Web, and a short description showing where the keywords have matched content within the page for organic results. For sponsored results, the advertiser chooses what to display. Due to the huge number of items that are available or related to the query, there are usually several pages in response to a single search query as the search engine or the user's preferences restrict viewing to a subset of results per page. Each succeeding page will tend to have lower ranking or lower relevancy results. Just like the world of traditional print media and its advertising, this enables competitive pricing for page real estate, but is complicated by the dynamics of consumer expectations and intent— unlike static print media where the content and the advertising on every page is the same all of the time for all viewers, despite such hard copy being localized to some degree, usually geographic, like state, metro-area, city, or neighbourhood, search engine results can vary based on individual factors such as browsing habits.",8353394656189767605,related_concept,Search engine,2024-06-23 21:17:09.728,[],['Search engine'],set(),set(),0,5.666666666666667,3.1621623807987276e-304
373,719,Yebol,http://dbpedia.org/resource/Yebol,http://en.wikipedia.org/wiki/Yebol,"Yebol was a vertical ""decision"" search engine that had developed a knowledge-based, semantic search platform. Based in San Jose, California, Yebol's artificial intelligence human intelligence-infused algorithms automatically cluster and categorize search results, web sites, pages and contents that it presents in a visually indexed format that is more aligned with initial human intent. Yebol used association, ranking and clustering algorithms to analyze related keywords or web pages. Yebol presented as one of its goals the creation of a unique ""homepage look"" for every possible search term.",2836393176208187840,related_concept,Search engine,2024-06-23 21:17:09.728,['Yebol'],['Yebol'],set(),set(),0,1.1020408163265305,3.2129400269823646e-304
374,720,Comparison of web search engines,http://dbpedia.org/resource/Comparison_of_web_search_engines,http://en.wikipedia.org/wiki/Comparison_of_web_search_engines,"Web search engines are listed in tables below for comparison purposes. The first table lists the company behind the engine, volume and ad support and identifies the nature of the software being used as free software or proprietary software. The second and third table lists internet privacy aspects along with other technical parameters, such as whether the engine provides personalization (alternatively viewed as a filter bubble). Defunct or acquired search engines are not listed here.",7147782408101154378,related_concept,Search engine,2024-06-23 21:17:09.728,[],[],set(),set(),0,1.3388429752066116,3.189614901517692e-304
375,721,Inverted index,http://dbpedia.org/resource/Inverted_index,http://en.wikipedia.org/wiki/Inverted_index,"In computer science, an inverted index (also referred to as a postings list, postings file, or inverted file) is a database index storing a mapping from content, such as words or numbers, to its locations in a table, or in a document or a set of documents (named in contrast to a forward index, which maps from documents to content). The purpose of an inverted index is to allow fast full-text searches, at a cost of increased processing when a document is added to the database. The inverted file may be the database file itself, rather than its index. It is the most popular data structure used in document retrieval systems, used on a large scale for example in search engines. Additionally, several significant general-purpose mainframe-based database management systems have used inverted list architectures, including ADABAS, DATACOM/DB, and Model 204. There are two main variants of inverted indexes: A record-level inverted index (or inverted file index or just inverted file) contains a list of references to documents for each word. A word-level inverted index (or full inverted index or inverted list) additionally contains the positions of each word within a document. The latter form offers more functionality (like phrase searches), but needs more processing power and space to be created.",6934124613416937822,related_concept,Search engine,2024-06-23 21:17:09.728,[],[],set(),set(),0,3.1818181818181817,1.1237528459268358
376,722,Keyword (Internet search),http://dbpedia.org/resource/Keyword_(Internet_search),http://en.wikipedia.org/wiki/Keyword_(Internet_search),,5463418581790185155,related_concept,Search engine,2024-06-23 21:17:09.728,[],"['Search engine', 'PageRank', 'Google Search', 'IP address']",set(),set(),0,0.13513513513513514,0.5250739390612016
377,723,Google Search,http://dbpedia.org/resource/Google_Search,http://en.wikipedia.org/wiki/Google_Search,"Google Search (also known simply as Google) is a search engine provided by Google. Handling more than 3.5 billion searches per day, it has a 92% share of the global search engine market. It is also the most-visited website in the world. The order of search results returned by Google is based, in part, on a priority rank system called ""PageRank"". Google Search also provides many different options for customized searches, using symbols to include, exclude, specify or require certain search behavior, and offers specialized interactive experiences, such as flight status and package tracking, weather forecasts, currency, unit, and time conversions, word definitions, and more. The main purpose of Google Search is to search for text in publicly accessible documents offered by web servers, as opposed to other data, such as images or data contained in databases. It was originally developed in 1996 by Larry Page, Sergey Brin, and Scott Hassan. In 2011, Google introduced ""Google Voice Search"" to search for spoken, rather than typed, words. In 2012, Google introduced a Knowledge Graph semantic search feature. Analysis of the frequency of search terms may indicate economic, social and health trends. Data about the frequency of use of search terms on Google can be openly inquired via Google Trends and have been shown to correlate with flu outbreaks and unemployment levels, and provide the information faster than traditional reporting methods and surveys. As of mid-2016, Google's search engine has begun to rely on deep neural networks.",4271904174556549878,related_concept,Search engine,2024-06-23 21:17:09.728,"['Google Search', 'PageRank', 'Data']","['Google Search', 'PageRank', 'Data', 'PDF', 'Search algorithm', 'Search engine', 'AI']",set(),set(),0,6.5424940428911835,0.5929873186774268
378,724,Link analysis,http://dbpedia.org/resource/Link_analysis,http://en.wikipedia.org/wiki/Link_analysis,"In network theory, link analysis is a data-analysis technique used to evaluate relationships (connections) between nodes. Relationships may be identified among various types of nodes (objects), including organizations, people and transactions. Link analysis has been used for investigation of criminal activity (fraud detection, counterterrorism, and intelligence), computer security analysis, search engine optimization, market research, medical research, and art.",546562795152632168,related_concept,Search engine,2024-06-23 21:17:09.728,['Link analysis'],"['Link analysis', ""Dijkstra's algorithm"", 'Data', 'Data analysis', 'AI', 'Unsupervised learning', 'Supervised learning', 'Heuristic']",set(),set(),0,2.283582089552239,1.2978966712855828
379,726,Content-based image retrieval,http://dbpedia.org/resource/Content-based_image_retrieval,http://en.wikipedia.org/wiki/Content-based_image_retrieval,"Content-based image retrieval, also known as query by image content and content-based visual information retrieval (CBVIR), is the application of computer vision techniques to the image retrieval problem, that is, the problem of searching for digital images in large databases (see this survey for a scientific overview of the CBIR field). Content-based image retrieval is opposed to traditional concept-based approaches (see Concept-based image indexing). ""Content-based"" means that the search analyzes the contents of the image rather than the metadata such as keywords, tags, or descriptions associated with the image. The term ""content"" in this context might refer to colors, shapes, textures, or any other information that can be derived from the image itself. CBIR is desirable because searches that rely purely on metadata are dependent on annotation quality and completeness. Having humans manually annotate images by entering keywords or metadata in a large database can be time-consuming and may not capture the keywords desired to describe the image. The evaluation of the effectiveness of keyword image search is subjective and has not been well-defined. In the same regard, CBIR systems have similar challenges in defining success. ""Keywords also limit the scope of queries to the set of predetermined criteria."" and, ""having been set up"" are less reliable than using the content itself.",8206391962777079344,related_concept,Search engine,2024-06-23 21:17:09.728,['Content-based image retrieval'],"['Content-based image retrieval', 'PageRank', 'Machine learning']",set(),set(),0,1.1357142857142857,0.8004855150763115
380,727,Yandex Search,http://dbpedia.org/resource/Yandex_Search,http://en.wikipedia.org/wiki/Yandex_Search,"Yandex Search (Russian: Яндекс) is a search engine. It is owned by Yandex, based in Russia. In January 2015, Yandex Search generated 51.2% of all of the search traffic in Russia according to .",5361203253234177723,related_concept,Search engine,2024-06-23 21:17:09.728,['Yandex Search'],"['Yandex Search', 'PageRank']",set(),set(),0,0.8473684210526315,0.5187955975223889
381,728,Computer science,http://dbpedia.org/resource/Computer_science,http://en.wikipedia.org/wiki/Computer_science,"Computer science is the study of computation, automation, and information. Computer science spans theoretical disciplines (such as algorithms, theory of computation, information theory, and automation) to practical disciplines (including the design and implementation of hardware and software). Computer science is generally considered an area of academic research and distinct from computer programming. Algorithms and data structures are central to computer science.The theory of computation concerns abstract models of computation and general classes of problems that can be solved using them. The fields of cryptography and computer security involve studying the means for secure communication and for preventing security vulnerabilities. Computer graphics and computational geometry address the generation of images. Programming language theory considers different ways to describe computational processes, and database theory concerns the management of repositories of data. Human–computer interaction investigates the interfaces through which humans and computers interact, and software engineering focuses on the design and principles behind developing software. Areas such as operating systems, networks and embedded systems investigate the principles and design behind complex systems. Computer architecture describes the construction of computer components and computer-operated equipment. Artificial intelligence and machine learning aim to synthesize goal-orientated processes such as problem-solving, decision-making, environmental adaptation, planning and learning found in humans and animals. Within artificial intelligence, computer vision aims to understand and process image and video data, while natural language processing aims to understand and process textual and linguistic data. The fundamental concern of computer science is determining what can and cannot be automated. The Turing Award is generally recognized as the highest distinction in computer science.",8051819885706764196,related_concept,Search engine,2024-06-23 21:17:09.728,"['Computer science', 'Algorithm']","['Computer science', 'Algorithm', 'Datalog', 'Data', 'Data structure', 'AI', 'Data mining']",set(),set(),0,34.751736111111114,1.4116186374046786
382,729,PageRank,http://dbpedia.org/resource/PageRank,http://en.wikipedia.org/wiki/PageRank,"PageRank (PR) is an algorithm used by Google Search to rank web pages in their search engine results. It is named after both the term ""web page"" and co-founder Larry Page. PageRank is a way of measuring the importance of website pages. According to Google: PageRank works by counting the number and quality of links to a page to determine a rough estimate of how important the website is. The underlying assumption is that more important websites are likely to receive more links from other websites. Currently, PageRank is not the only algorithm used by Google to order search results, but it is the first algorithm that was used by the company, and it is the best known. As of September 24, 2019, PageRank and all associated patents are expired.",2555768622559106938,related_concept,Search engine,2024-06-23 21:17:09.728,"['Google Search', 'PageRank']","['Google Search', 'PageRank', 'Data', 'Search engine']",set(),set(),0,10.957446808510639,0.9121718052099964
383,732,Search engine,http://dbpedia.org/resource/Search_engine,http://en.wikipedia.org/wiki/Search_engine,"A search engine is a software system designed to carry out web searches. They search the World Wide Web in a systematic way for particular information specified in a textual web search query. The search results are generally presented in a line of results, often referred to as search engine results pages (SERPs). When a user enters a query into a search engine, the engine scans its index of web pages to find those that are relevant to the user's query. The results are then ranked by relevancy and displayed to the user. The information may be a mix of links to web pages, images, videos, infographics, articles, research papers, and other types of files. Some search engines also mine data available in databases or open directories. Unlike web directories and social bookmarking sites, which are maintained by human editors, search engines also maintain real-time information by running an algorithm on a web crawler. Any internet-based content that can't be indexed and searched by a web search engine falls under the category of deep web.",6076006922789351538,main_concept,,2024-06-23 21:17:09.728,[],"['Google Search', 'Link analysis', 'PageRank', 'Search engine']",set(),set(),0,5.898305084745763,3.1811647766469442e-304
384,733,Matthews correlation coefficient,http://dbpedia.org/resource/Matthews_correlation_coefficient,http://en.wikipedia.org/wiki/Matthews_correlation_coefficient,,5187402008111893086,related_concept,F-score,2024-06-23 21:17:09.728,[],"['Matthews correlation coefficient', 'Pearson correlation coefficient', 'Informedness', 'Markedness', 'Data']",set(),set(),0,0.32142857142857145,0.4933241442364289
385,737,Harmonic mean,http://dbpedia.org/resource/Harmonic_mean,http://en.wikipedia.org/wiki/Harmonic_mean,"In mathematics, the harmonic mean is one of several kinds of average, and in particular, one of the Pythagorean means. It is sometimes appropriate for situations when the average rate is desired. The harmonic mean can be expressed as the reciprocal of the arithmetic mean of the reciprocals of the given set of observations. As a simple example, the harmonic mean of 1, 4, and 4 is",8806355246708092297,related_concept,F-score,2024-06-23 21:17:09.728,[],['F-score'],set(),set(),0,1.7608695652173914,0.7178402649805705
386,738,METEOR,http://dbpedia.org/resource/METEOR,http://en.wikipedia.org/wiki/METEOR,"METEOR (Metric for Evaluation of Translation with Explicit ORdering) is a metric for the evaluation of machine translation output. The metric is based on the harmonic mean of unigram precision and recall, with recall weighted higher than precision. It also has several features that are not found in other metrics, such as stemming and synonymy matching, along with the standard exact word matching. The metric was designed to fix some of the problems found in the more popular BLEU metric, and also produce good correlation with human judgement at the sentence or segment level. This differs from the BLEU metric in that BLEU seeks correlation at the corpus level. Results have been presented which give correlation of up to 0.964 with human judgement at the corpus level, compared to BLEU's achievement of 0.817 on the same data set. At the sentence level, the maximum correlation with human judgement achieved was 0.403.",6629205994366333324,related_concept,F-score,2024-06-23 21:17:09.728,['METEOR'],"['METEOR', 'Precision and recall']",set(),set(),0,0.8181818181818182,1.4032008579819195
387,739,P4-metric,http://dbpedia.org/resource/P4-metric,http://en.wikipedia.org/wiki/P4-metric,"P4 metric enables performance evaluation of the binary classifier.It is calculated from precision, recall, specificity and NPV (negative predictive value).P4 is designed in similar way to F1 metric, however addressing the criticisms leveled against F1. It may be perceived as its extension. Like the other known metrics, P4 is a function of: TP (true positives), TN (true negatives), FP (false positives), FN (false negatives).",2394842295312110672,related_concept,F-score,2024-06-23 21:17:09.728,[],[],set(),set(),0,0.4489795918367347,1.0658218275576112
388,742,Word error rate,http://dbpedia.org/resource/Word_error_rate,http://en.wikipedia.org/wiki/Word_error_rate,"Word error rate (WER) is a common metric of the performance of a speech recognition or machine translation system. The general difficulty of measuring performance lies in the fact that the recognized word sequence can have a different length from the reference word sequence (supposedly the correct one). The WER is derived from the Levenshtein distance, working at the word level instead of the phoneme level. The WER is a valuable tool for comparing different systems as well as for evaluating improvements within one system. This kind of measurement, however, provides no details on the nature of translation errors and further work is therefore required to identify the main source(s) of error and to focus any research effort. This problem is solved by first aligning the recognized word sequence with the reference (spoken) word sequence using dynamic string alignment. Examination of this issue is seen through a theory called the power law that states the correlation between perplexity and word error rate. Word error rate can then be computed as: where 
* S is the number of substitutions, 
* D is the number of deletions, 
* I is the number of insertions, 
* C is the number of correct words, 
* N is the number of words in the reference (N=S+D+C) The intuition behind 'deletion' and 'insertion' is how to get from the reference to the hypothesis. So if we have the reference ""This is wikipedia"" and hypothesis ""This _ wikipedia"", we call it a deletion. When reporting the performance of a speech recognition system, sometimes word accuracy (WAcc) is used instead: Note that since N is the number of words in the reference, the word error rate can be larger than 1.0, and thus, the word accuracy can be smaller than 0.0.",650295899737173648,related_concept,F-score,2024-06-23 21:17:09.728,['Word error rate'],['Word error rate'],set(),set(),0,1.5,1.4115310551905023
389,745,Fowlkes–Mallows index,http://dbpedia.org/resource/Fowlkes–Mallows_index,http://en.wikipedia.org/wiki/Fowlkes–Mallows_index,"The Fowlkes–Mallows index is an external evaluation method that is used to determine the similarity between two clusterings (clusters obtained after a clustering algorithm), and also a metric to measure confusion matrices. This measure of similarity could be either between two hierarchical clusterings or a clustering and a benchmark classification. A higher value for the Fowlkes–Mallows index indicates a greater similarity between the clusters and the benchmark classifications. It was invented by Bell Labs statisticians Edward Fowlkes and Collin Mallows in 1983.",5614064139495152904,related_concept,F-score,2024-06-23 21:17:09.728,[],['Fowlkes–Mallows index'],set(),set(),0,2.347826086956522,0.891139764080428
390,748,LEPOR,http://dbpedia.org/resource/LEPOR,http://en.wikipedia.org/wiki/LEPOR,"LEPOR (Length Penalty, Precision, n-gram Position difference Penalty and Recall) is an automatic language independent machine translation evaluation metric with tunable parameters and reinforced factors.",5243299224009808708,related_concept,F-score,2024-06-23 21:17:09.728,['LEPOR'],"['LEPOR', 'METEOR', 'Pearson correlation coefficient']",set(),set(),0,0.4166666666666667,1.4032970666457243
391,755,ANOVA,http://dbpedia.org/resource/ANOVA,http://en.wikipedia.org/wiki/ANOVA,,6271955953626275362,related_concept,Design matrix,2024-06-23 21:17:09.728,[],"['ANOVA', 'Statistical Methods for Research Workers', 'Randomization', 'F-test']",set(),set(),0,0.16897081413210446,0.515556394242101
392,757,Scatter matrix,http://dbpedia.org/resource/Scatter_matrix,http://en.wikipedia.org/wiki/Scatter_matrix,"In multivariate statistics and probability theory, the scatter matrix is a statistic that is used to make estimates of the covariance matrix, for instance of the multivariate normal distribution.",5713818231871047469,related_concept,Design matrix,2024-06-23 21:17:09.728,[],['Wishart distribution'],set(),set(),0,1.173913043478261,5.793269319605271e-304
393,758,Projection matrix,http://dbpedia.org/resource/Projection_matrix,http://en.wikipedia.org/wiki/Projection_matrix,"In statistics, the projection matrix , sometimes also called the influence matrix or hat matrix , maps the vector of response values (dependent variable values) to the vector of fitted values (or predicted values). It describes the influence each response value has on each fitted value. The diagonal elements of the projection matrix are the leverages, which describe the influence each response value has on the fitted value for that same observation.",4130984275189571260,related_concept,Design matrix,2024-06-23 21:17:09.728,[],[],set(),set(),0,0.8805970149253731,1.3010643409399183
394,763,General linear model,http://dbpedia.org/resource/General_linear_model,http://en.wikipedia.org/wiki/General_linear_model,"The general linear model or general multivariate regression model is a compact way of simultaneously writing several multiple linear regression models. In that sense it is not a separate statistical linear model. The various multiple linear regression models may be compactly written as where Y is a matrix with series of multivariate measurements (each column being a set of measurements on one of the dependent variables), X is a matrix of observations on independent variables that might be a design matrix (each column being a set of observations on one of the independent variables), B is a matrix containing parameters that are usually to be estimated and U is a matrix containing errors (noise).The errors are usually assumed to be uncorrelated across measurements, and follow a multivariate normal distribution. If the errors do not follow a multivariate normal distribution, generalized linear models may be used to relax assumptions about Y and U. The general linear model incorporates a number of different statistical models: ANOVA, ANCOVA, MANOVA, MANCOVA, ordinary linear regression, t-test and F-test. The general linear model is a generalization of multiple linear regression to the case of more than one dependent variable. If Y, B, and U were column vectors, the matrix equation above would represent multiple linear regression. Hypothesis tests with the general linear model can be made in two ways: multivariate or as several independent univariate tests. In multivariate tests the columns of Y are tested together, whereas in univariate tests the columns of Y are tested independently, i.e., as multiple univariate tests with the same design matrix.",2938333978045464106,related_concept,Design matrix,2024-06-23 21:17:09.728,"['ANOVA', 'ANCOVA', 'F-test', 'Hypothesis']","['ANOVA', 'ANCOVA', 'F-test', 'Hypothesis', 'Poisson regression']",set(),set(),0,1.7902813299232736,1.2716106503413598
395,764,Column vector,http://dbpedia.org/resource/Column_vector,http://en.wikipedia.org/wiki/Column_vector,,7189479184721398597,related_concept,Design matrix,2024-06-23 21:17:09.728,[],[],set(),set(),0,2.130952380952381,0.5061251671906115
396,765,ANCOVA,http://dbpedia.org/resource/ANCOVA,http://en.wikipedia.org/wiki/ANCOVA,,4375443907146152724,related_concept,Design matrix,2024-06-23 21:17:09.728,[],"['ANOVA', 'ANCOVA', 'F-test']",set(),set(),0,0.056790123456790124,0.4538963658710938
397,766,Jacobian matrix and determinant,http://dbpedia.org/resource/Jacobian_matrix_and_determinant,http://en.wikipedia.org/wiki/Jacobian_matrix_and_determinant,"In vector calculus, the Jacobian matrix (/dʒəˈkoʊbiən/, /dʒɪ-, jɪ-/) of a vector-valued function of several variables is the matrix of all its first-order partial derivatives. When this matrix is square, that is, when the function takes the same number of variables as input as the number of vector components of its output, its determinant is referred to as the Jacobian determinant. Both the matrix and (if applicable) the determinant are often referred to simply as the Jacobian in literature. Suppose f : Rn → Rm is a function such that each of its first-order partial derivatives exist on Rn. This function takes a point x ∈ Rn as input and produces the vector f(x) ∈ Rm as output. Then the Jacobian matrix of f is defined to be an m×n matrix, denoted by J, whose (i,j)th entry is , or explicitly where is the transpose (row vector) of the gradient of the component. The Jacobian matrix, whose entries are functions of x, is denoted in various ways; common notations include Df, Jf, , and . Some authors define the Jacobian as the transpose of the form given above. The Jacobian matrix represents the differential of f at every point where f is differentiable. In detail, if h is a displacement vector represented by a column matrix, the matrix product J(x) ⋅ h is another displacement vector, that is the best linear approximation of the change of f in a neighborhood of x, if f(x) is differentiable at x. This means that the function that maps y to f(x) + J(x) ⋅ (y – x) is the best linear approximation of f(y) for all points y close to x. This linear function is known as the derivative or the differential of f at x. When m = n, the Jacobian matrix is square, so its determinant is a well-defined function of x, known as the Jacobian determinant of f. It carries important information about the local behavior of f. In particular, the function f has a differentiable inverse function in a neighborhood of a point x if and only if the Jacobian determinant is nonzero at x (see Jacobian conjecture for a related problem of global invertibility). The Jacobian determinant also appears when changing the variables in multiple integrals (see substitution rule for multiple variables). When m = 1, that is when f : Rn → R is a scalar-valued function, the Jacobian matrix reduces to the row vector ; this row vector of all first-order partial derivatives of f is the transpose of the gradient of f, i.e.. Specializing further, when m = n = 1, that is when f : R → R is a scalar-valued function of a single variable, the Jacobian matrix has a single entry; this entry is the derivative of the function f. These concepts are named after the mathematician Carl Gustav Jacob Jacobi (1804–1851).",1038528733015184812,related_concept,Design matrix,2024-06-23 21:17:09.728,[],"[""Newton's method""]",set(),set(),0,1.9475218658892128,1.3708460781656415
398,770,Indicator variable,http://dbpedia.org/resource/Indicator_variable,http://en.wikipedia.org/wiki/Indicator_variable,,1966465918723791599,related_concept,Design matrix,2024-06-23 21:17:09.728,[],[],set(),set(),0,0.375,0.464408290819849
399,771,Moment matrix,http://dbpedia.org/resource/Moment_matrix,http://en.wikipedia.org/wiki/Moment_matrix,"In mathematics, a moment matrix is a special symmetric square matrix whose rows and columns are indexed by monomials. The entries of the matrix depend on the product of the indexing monomials only (cf. Hankel matrices.) Moment matrices play an important role in polynomial fitting, polynomial optimization (since positive semidefinite moment matrices correspond to polynomials which are sums of squares) and econometrics.",2860705011480602287,related_concept,Design matrix,2024-06-23 21:17:09.728,[],[],set(),set(),0,0.875,0.9726714612396241
400,774,Design matrix,http://dbpedia.org/resource/Design_matrix,http://en.wikipedia.org/wiki/Design_matrix,"In statistics and in particular in regression analysis, a design matrix, also known as model matrix or regressor matrix and often denoted by X, is a matrix of values of explanatory variables of a set of objects. Each row represents an individual object, with the successive columns corresponding to the variables and their specific values for that object. The design matrix is used in certain statistical models, e.g., the general linear model. It can contain indicator variables (ones and zeros) that indicate group membership in an ANOVA, or it can contain values of continuous variables. The design matrix contains data on the independent variables (also called explanatory variables) in statistical models which attempt to explain observed data on a response variable (often called a dependent variable) in terms of the explanatory variables. The theory relating to such models makes substantial use of matrix manipulations involving the design matrix: see for example linear regression. A notable feature of the concept of a design matrix is that it is able to represent a number of different experimental designs and statistical models, e.g., ANOVA, ANCOVA, and linear regression.",83755648523181270,main_concept,,2024-06-23 21:17:09.728,"['ANOVA', 'ANCOVA']","['ANOVA', 'ANCOVA']",{'Data'},set(),0,1.3225806451612903,1.3499809430136103
401,779,Squared deviations from the mean,http://dbpedia.org/resource/Squared_deviations_from_the_mean,http://en.wikipedia.org/wiki/Squared_deviations_from_the_mean,"Squared deviations from the mean (SDM) result from squaring deviations. In probability theory and statistics, the definition of variance is either the expected value of the SDM (when considering a theoretical distribution) or its average value (for actual experimental data). Computations for analysis of variance involve the partitioning of a sum of SDM.",104047792019513392,related_concept,Variance,2024-06-23 21:17:09.728,"['Computation', 'Squared deviations from the mean']","['Computation', 'Squared deviations from the mean', 'Hypothesis']",set(),set(),0,0.8666666666666667,1.3207892724145378
402,786,Variance-stabilizing transformation,http://dbpedia.org/resource/Variance-stabilizing_transformation,http://en.wikipedia.org/wiki/Variance-stabilizing_transformation,"In applied statistics, a variance-stabilizing transformation is a data transformation that is specifically chosen either to simplify considerations in graphical exploratory data analysis or to allow the application of simple regression-based or analysis of variance techniques.",5597013116456396950,related_concept,Variance,2024-06-23 21:17:09.728,[],"['Poisson distribution', 'Fisher transformation']",set(),set(),0,2.1333333333333333,1.3489399640430466
403,789,Pooled variance,http://dbpedia.org/resource/Pooled_variance,http://en.wikipedia.org/wiki/Pooled_variance,"In statistics, pooled variance (also known as combined variance, composite variance, or overall variance, and written ) is a method for estimating variance of several different populations when the mean of each population may be different, but one may assume that the variance of each population is the same. The numerical estimate resulting from the use of this method is also called the pooled variance. Under the assumption of equal population variances, the pooled sample variance provides a higher precision estimate of variance than the individual sample variances. This higher precision can lead to increased statistical power when used in statistical tests that compare the populations, such as the t-test. The square root of a pooled variance estimator is known as a pooled standard deviation (also known as combined standard deviation, composite standard deviation, or overall standard deviation).",8959248093242786823,related_concept,Variance,2024-06-23 21:17:09.728,[],"['Pooled variance', 'Standard deviation']",set(),set(),0,1.1111111111111112,1.342865884755967
404,791,Unbiased estimation of standard deviation,http://dbpedia.org/resource/Unbiased_estimation_of_standard_deviation,http://en.wikipedia.org/wiki/Unbiased_estimation_of_standard_deviation,"In statistics and in particular statistical theory, unbiased estimation of a standard deviation is the calculation from a statistical sample of an estimated value of the standard deviation (a measure of statistical dispersion) of a population of values, in such a way that the expected value of the calculation equals the true value. Except in some important situations, outlined later, the task has little relevance to applications of statistics since its need is avoided by standard procedures, such as the use of significance tests and confidence intervals, or by using Bayesian analysis. However, for statistical theory, it provides an exemplar problem in the context of estimation theory which is both simple to state and for which results cannot be obtained in closed form. It also provides an example where imposing the requirement for unbiased estimation might be seen as just adding inconvenience, with no real benefit.",4392227159290961535,related_concept,Variance,2024-06-23 21:17:09.728,[],[],set(),set(),0,0.1282798833819242,1.3347206869167265
405,793,U-statistic,http://dbpedia.org/resource/U-statistic,http://en.wikipedia.org/wiki/U-statistic,"In statistical theory, a U-statistic is a class of statistics that is especially important in estimation theory; the letter ""U"" stands for unbiased. In elementary statistics, U-statistics arise naturally in producing minimum-variance unbiased estimators. The theory of U-statistics allows a minimum-variance unbiased estimator to be derived from each unbiased estimator of an estimable parameter (alternatively, statistical functional) for large classes of probability distributions. An estimable parameter is a measurable function of the population's cumulative probability distribution: For example, for every probability distribution, the population median is an estimable parameter. The theory of U-statistics applies to general classes of probability distributions.",655774520080614335,related_concept,Variance,2024-06-23 21:17:09.728,['U-statistic'],['U-statistic'],set(),set(),0,1.5203488372093024,1.3422033721753142
